source_file,timestamp,model,prompt_id,use_case,difficulty,question,answer,latency_seconds,input_tokens,output_tokens,total_tokens,error
chat_logs_minimax_m2.5.csv,2026-07-08T16:08:48,minimax/minimax-m2.5,website_generation_hard_09,website_generation,hard,"Create a React component for a model comparison table with latency, quality score, cost, and recommendation badge.",None,49.543,92,3000,3092,
chat_logs_minimax_m2.5.csv,2026-07-08T16:09:22,minimax/minimax-m2.5,website_generation_hard_18,website_generation,hard,"Create a React page with components for Header, Sidebar, MetricsCards, BenchmarkTable, and Footer.","import React from 'react';

// --- Styles (Injected for standalone functionality) ---
const styles = `
  * { box-sizing: border-box; margin: 0; padding: 0; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif; }
  body { background-color: #f4f6f8; color: #333; }
  .layout { display: flex; min-height: 100vh; }
  
  /* Sidebar */
  .sidebar { width: 250px; background-color: #1a202c; color: white; display: flex; flex-direction: column; padding: 20px; }
  .logo { font-size: 1.5rem; font-weight: bold; margin-bottom: 40px; color: #63b3ed; }
  .nav-link { padding: 12px 15px; color: #a0aec0; text-decoration: none; border-radius: 6px; margin-bottom: 5px; transition: all 0.2s; }
  .nav-link:hover, .nav-link.active { background-color: #2d3748; color: white; }
  
  /* Main Content */
  .main { flex: 1; display: flex; flex-direction: column; }
  
  /* Header */
  .header { background-color: white; padding: 20px 30px; border-bottom: 1px solid #e2e8f0; display: flex; justify-content: space-between; align-items: center; }
  .header-title { font-size: 1.5rem; font-weight: 600; }
  .user-profile { display: flex; align-items: center; gap: 10px; }
  .avatar { width: 35px; height: 35px; background-color: #63b3ed; border-radius: 50%; display: flex; align-items: center; justify-content: center; color: white; font-weight: bold; }
  
  /* Content Area */
  .content { padding: 30px; overflow-y: auto; }
  
  /* Metrics Cards */
  .metrics-grid { display: grid; grid-template-columns: repeat(auto-fit, minmax(240px, 1fr)); gap: 20px; margin-bottom: 30px; }
  .card { background: white; padding: 25px; border-radius: 8px; box-shadow: 0 2px 4px rgba(0,0,0,0.05); border: 1px solid #e2e8f0; }
  .card-title { font-size: 0.875rem; color: #718096; margin-bottom: 10px; text-transform: uppercase; letter-spacing: 0.05em; }
  .card-value { font-size: 2rem; font-weight: 700; color: #2d3748; }
  .card-trend { font-size: 0.875rem; margin-top: 5px; }
  .trend-up { color: #48bb78; }
  .trend-down { color: #f56565; }
  
  /* Benchmark Table */
  .table-container { background: white; border-radius: 8px; box-shadow: 0 2px 4px rgba(0,0,0,0.05); border: 1px solid #e2e8f0; overflow: hidden; }
  .table-header { padding: 20px; border-bottom: 1px solid #e2e8f0; font-size: 1.125rem; font-weight: 600; }
  table { width: 100%; border-collapse: collapse; }
  th { text-align: left; padding: 15px 20px; background-color: #f7fafc; color: #4a5568; font-weight: 600; font-size: 0.875rem; }
  td { padding: 15px 20px; border-bottom: 1px solid #edf2f7; color: #4a5568; }
  tr:last-child td { border-bottom: none; }
  .status-badge { padding: 4px 10px; border-radius: 12px; font-size: 0.75rem; font-weight: 600; }
  .status-pass { background-color: #c6f6d5; color: #22543d; }
  .status-fail { background-color: #fed7d7; color: #822727; }
  
  /* Footer */
  .footer { background-color: white; padding: 20px 30px; border-top: 1px solid #e2e8f0; text-align: center; color: #718096; font-size: 0.875rem; }
`;

// --- Components ---

const Header = () => (
  <header className=""header"">
    <div className=""header-title"">Performance Dashboard</div>
    <div className=""user-profile"">
      <span>Admin User</span>
      <div className=""avatar"">AU</div>
    </div>
  </header>
);

const Sidebar = () => (
  <aside className=""sidebar"">
    <div className=""logo"">TechMetrics</div>
    <nav>
      <a href=""#"" className=""nav-link active"">Overview</a>
      <a href=""#"" className=""nav-link"">Analytics</a>
      <a href=""#"" className=""nav-link"">Reports</a>
      <a href=""#"" className=""nav-link"">Settings</a>
    </nav>
  </aside>
);

const MetricsCards = () => {
  const metrics = [
    { title: 'Total Requests', value: '1.2M', trend: '+12%', isUp: true },
    { title: 'Avg Response Time', value: '124ms', trend: '-5%', isUp: true },
    { title: 'Error Rate', value: '0.8%', trend: '+0.2%', isUp: false },
    { title: 'Active Users', value: '8,450', trend: '+18%', isUp: true },
  ];

  return (
    <div className=""metrics-grid"">
      {metrics.map((metric, index) => (
        <div key={index} className=""card"">
          <div className=""card-title"">{metric.title}</div>
          <div className=""card-value"">{metric.value}</div>
          <div className={`card-trend ${metric.isUp ? 'trend-up' : 'trend-down'}`}>
            {metric.trend} from last month
          </div>
        </div>
      ))}
    </div>
  );
};

const BenchmarkTable = () => {
  const data = [
    { id: 1, name: 'Homepage Load', score: '98/100', delta: '+2.4', status: 'Pass' },
    { id: 2, name: 'API Latency', score: '150ms', delta: '-10ms', status: 'Pass' },
    { id: 3, name: 'Database Query', score: '45ms', delta: '+5ms', status: 'Pass' },
    { id: 4, name: 'Image Optimization', score: 'Fail', delta: 'N/A', status: 'Fail' },
    { id: 5, name: 'Security Headers', score: 'Pass', delta: '0', status: 'Pass' },
  ];

  return (
    <div className=""table-container"">
      <div className=""table-header"">Latest Benchmarks</div>
      <table>
        <thead>
          <tr>
            <th>Test Name</th>
            <th>Score / Value</th>
            <th>Delta</th>
            <th>Status</th>
          </tr>
        </thead>
        <tbody>
          {data.map((row) => (
            <tr key={row.id}>
              <td>{row.name}</td>
              <td>{row.score}</td>
              <td>{row.delta}</td>
              <td>
                <span className={`status-badge ${row.status === 'Pass' ? 'status-pass' : 'status-fail'}`}>
                  {row.status}
                </span>
              </td>
            </tr>
          ))}
        </tbody>
      </table>
    </div>
  );
};

const Footer = () => (
  <footer className=""footer"">
    &copy; {new Date().getFullYear()} TechMetrics Inc. All rights reserved.
  </footer>
);

// --- Main Page Component ---

export default function DashboardPage() {
  return (
    <>
      <style>{styles}</style>
      <div className=""layout"">
        <Sidebar />
        <div className=""main"">
          <Header />
          <main className=""content"">
            <MetricsCards />
            <BenchmarkTable />
          </main>
          <Footer />
        </div>
      </div>
    </>
  );
}",26.077,92,2809,2901,
chat_logs_minimax_m2.5.csv,2026-07-08T16:10:21,minimax/minimax-m2.5,website_generation_hard_20,website_generation,hard,"Create a responsive web page for an online ordering system with menu list, item details, quantity controls, and checkout summary UI.","<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Online Ordering System</title>
    <style>
        :root {
            --primary: #ff6b6b;
            --secondary: #4ecdc4;
            --dark: #2d3436;
            --light: #f7f7f7;
            --white: #ffffff;
            --gray: #dfe6e9;
            --shadow: 0 4px 6px rgba(0,0,0,0.1);
            --radius: 8px;
        }

        * {
            box-sizing: border-box;
            margin: 0;
            padding: 0;
            font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;
        }

        body {
            background-color: var(--light);
            color: var(--dark);
            line-height: 1.6;
        }

        /* Header */
        header {
            background-color: var(--white);
            padding: 1rem 2rem;
            box-shadow: var(--shadow);
            position: sticky;
            top: 0;
            z-index: 100;
            display: flex;
            justify-content: space-between;
            align-items: center;
        }

        .logo {
            font-size: 1.5rem;
            font-weight: 800;
            color: var(--primary);
        }

        /* Layout */
        .container {
            max-width: 1200px;
            margin: 0 auto;
            padding: 2rem;
            display: grid;
            grid-template-columns: 1fr 350px;
            gap: 2rem;
        }

        /* Menu Section */
        .menu-section h2 {
            margin-bottom: 1.5rem;
        }

        .menu-grid {
            display: grid;
            grid-template-columns: repeat(auto-fill, minmax(250px, 1fr));
            gap: 1.5rem;
        }

        .menu-item {
            background: var(--white);
            border-radius: var(--radius);
            overflow: hidden;
            box-shadow: var(--shadow);
            transition: transform 0.2s;
            display: flex;
            flex-direction: column;
        }

        .menu-item:hover {
            transform: translateY(-5px);
        }

        .item-image {
            height: 180px;
            background-color: var(--gray);
            display: flex;
            align-items: center;
            justify-content: center;
            color: #888;
            font-size: 3rem;
        }

        .item-content {
            padding: 1rem;
            flex-grow: 1;
            display: flex;
            flex-direction: column;
        }

        .item-header {
            display: flex;
            justify-content: space-between;
            align-items: flex-start;
            margin-bottom: 0.5rem;
        }

        .item-title {
            font-size: 1.1rem;
            font-weight: 700;
        }

        .item-price {
            color: var(--primary);
            font-weight: 700;
            font-size: 1.1rem;
        }

        .item-desc {
            font-size: 0.9rem;
            color: #666;
            margin-bottom: 1rem;
            flex-grow: 1;
        }

        .add-btn {
            background-color: var(--dark);
            color: var(--white);
            border: none;
            padding: 0.75rem;
            border-radius: var(--radius);
            cursor: pointer;
            font-weight: 600;
            width: 100%;
            transition: background 0.2s;
        }

        .add-btn:hover {
            background-color: var(--primary);
        }

        /* Cart Section */
        .cart-section {
            background: var(--white);
            border-radius: var(--radius);
            padding: 1.5rem;
            box-shadow: var(--shadow);
            height: fit-content;
            position: sticky;
            top: 100px;
        }

        .cart-header {
            border-bottom: 1px solid var(--gray);
            padding-bottom: 1rem;
            margin-bottom: 1rem;
            display: flex;
            justify-content: space-between;
            align-items: center;
        }

        .cart-items {
            max-height: 400px;
            overflow-y: auto;
            margin-bottom: 1rem;
        }

        .cart-item {
            display: flex;
            justify-content: space-between;
            align-items: center;
            padding: 0.75rem 0;
            border-bottom: 1px solid var(--gray);
        }

        .cart-item:last-child {
            border-bottom: none;
        }

        .cart-item-info h4 {
            font-size: 0.95rem;
        }

        .cart-item-info p {
            font-size: 0.85rem;
            color: #666;
        }

        .quantity-controls {
            display: flex;
            align-items: center;
            gap: 0.5rem;
            margin-top: 0.25rem;
        }

        .qty-btn {
            width: 24px;
            height: 24px;
            border: 1px solid var(--gray);
            background: var(--white);
            border-radius: 4px;
            cursor: pointer;
            display: flex;
            align-items: center;
            justify-content: center;
            font-size: 1rem;
        }

        .qty-btn:hover {
            background: var(--light);
        }

        .remove-btn {
            color: var(--primary);
            background: none;
            border: none;
            font-size: 0.8rem;
            cursor: pointer;
            margin-left: 10px;
            text-decoration: underline;
        }

        .cart-summary {
            border-top: 2px solid var(--gray);
            padding-top: 1rem;
        }

        .summary-row {
            display: flex;
            justify-content: space-between;
            margin-bottom: 0.5rem;
            font-size: 0.9rem;
            color: #666;
        }

        .summary-row.total {
            font-size: 1.2rem;
            font-weight: 800;
            color: var(--dark);
            margin-top: 1rem;
            margin-bottom: 1.5rem;
        }

        .checkout-btn {
            background-color: var(--primary);
            color: var(--white);
            border: none;
            padding: 1rem;
            border-radius: var(--radius);
            width: 100%;
            font-size: 1rem;
            font-weight: 700;
            cursor: pointer;
            transition: background 0.2s;
        }

        .checkout-btn:hover {
            background-color: #ff5252;
        }

        .empty-cart {
            text-align: center;
            color: #888;
            padding: 2rem 0;
        }

        /* Responsive */
        @media (max-width: 768px) {
            .container {
                grid-template-columns: 1fr;
                padding: 1rem;
            }

            .cart-section {
                position: static;
                margin-top: 2rem;
            }
            
            .cart-items {
                max-height: none;
            }
        }
    </style>
</head>
<body>

    <header>
        <div class=""logo"">TastyBites</div>
        <div>Cart: <span id=""cart-count"">0</span> items</div>
    </header>

    <main class=""container"">
        <!-- Menu Section -->
        <section class=""menu-section"">
            <h2>Our Menu</h2>
            <div class=""menu-grid"" id=""menu-grid"">
                <!-- Menu items will be injected here by JS -->
            </div>
        </section>

        <!-- Checkout Summary Section -->
        <aside class=""cart-section"">
            <div class=""cart-header"">
                <h3>Your Order</h3>
            </div>
            
            <div class=""cart-items"" id=""cart-items"">
                <div class=""empty-cart"">Your cart is empty</div>
            </div>

            <div class=""cart-summary"">
                <div class=""summary-row"">
                    <span>Subtotal</span>
                    <span id=""subtotal-price"">$0.00</span>
                </div>
                <div class=""summary-row"">
                    <span>Tax (10%)</span>
                    <span id=""tax-price"">$0.00</span>
                </div>
                <div class=""summary-row total"">
                    <span>Total</span>
                    <span id=""total-price"">$0.00</span>
                </div>
                <button class=""checkout-btn"" onclick=""alert('Proceeding to checkout...')"">Checkout</button>
            </div>
        </aside>
    </main>

    <script>
        // Data
        const menuItems = [
            { id: 1, name: ""Classic Burger"", price: 8.99, desc: ""Juicy beef patty with lettuce, tomato, and special sauce."", icon: ""🍔"" },
            { id: 2, name: ""Margherita Pizza"", price: 12.50, desc: ""Fresh mozzarella, tomatoes, and basil on a crispy crust."", icon: ""🍕"" },
            { id: 3, name: ""Chicken Wrap"", price: 9.25, desc: ""Grilled chicken, mixed greens, and caesar dressing in a tortilla."", icon: ""🌯"" },
            { id: 4, name: ""Caesar Salad"", price: 7.50, desc: ""Romaine lettuce, croutons, parmesan, and caesar dressing."", icon: ""🥗"" },
            { id: 5,",51.184,96,3000,3096,
chat_logs_minimax_m2.5.csv,2026-07-08T16:10:46,minimax/minimax-m2.5,customer_support_hard_04,customer_support,hard,"A customer wants one sandwich, one dessert, and one coffee with a total budget of 8 euros. Suggest a valid combination and calculate the total.",None,16.399,570,600,1170,
chat_logs_minimax_m2.5.csv,2026-07-08T16:11:04,minimax/minimax-m2.5,customer_support_hard_08,customer_support,hard,A customer asks for a recommendation for someone who does not eat pork. Answer carefully using only visible menu names.,"Here are some good pork-free options from our menu:

**Sandwiches (no pork):**

- Brioche with turkey — €1.80
- Arabic pita with tuna — €3.00
- Arabic pita with turkey — €3.00
- Guacamole sandwich —",10.463,562,600,1162,
chat_logs_minimax_m2.7.csv,2026-07-08T16:11:37,minimax/minimax-m2.7,customer_support_hard_11,customer_support,hard,A customer wants two drinks and two food items for under 10 euros. Suggest a valid combination and calculate the total.,"Here are a few valid combinations under 10 €:

**Option 1: 4.40 €**
- 2× Single Greek coffee (1.20 each) = 2.40 €
- 2× Cookies (1.00 each) = 2.00 €

**Option 2: 6.20 €**
- 2× Espresso (1.50 each) = 3.00 €
- 2× Butter croissant (1.30 each) = 2.60 €

**Option 3: 6.50 €**
- 2× Freddo espresso (2.00 each) = 4.00 €
- Cheese pie (1.50) + Cake (1.50) = 3.00 €

All options include 2 drinks and",24.988,564,600,1164,
chat_logs_minimax_m3.csv,2026-07-08T16:11:52,minimax/minimax-m3,customer_support_medium_18,customer_support,medium,A customer wants one coffee and one dessert for exactly 5 euros. Find a valid combination if possible.,None,6.775,715,600,1315,
chat_logs_minimax_m3.csv,2026-07-08T16:12:04,minimax/minimax-m3,customer_support_hard_11,customer_support,hard,A customer wants two drinks and two food items for under 10 euros. Suggest a valid combination and calculate the total.,"Here is a suggested combination under 10 euros:

**Drinks:**
- Single Greek coffee: €1.20
- Espresso: €1.50

**Food items:**
- Cookies: €1.00
- Cake: €1.50

**Total: €5.20** ✅ (well under your €10 budget)

This leaves you plenty of room to upgrade — for example, you could swap the cake for a brownie (+€2.50) or add a cheese pie (+€0.30) and still stay under €10. Let me know if you'd like me to adjust the combination!",3.923,718,358,1076,
chat_logs_qwen3.6_plus.csv,2026-07-08T16:14:09,qwen/qwen3.6-plus,website_generation_hard_02,website_generation,hard,Create a complete HTML and CSS page for a restaurant reservation system with form validation hints.,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Restaurant Reservation</title>
    <style>
        :root {
            --primary: #1a1a1a;
            --accent: #d35400;
            --bg: #f4f5f7;
            --surface: #ffffff;
            --text: #333333;
            --text-light: #666666;
            --border: #e0e0e0;
            --error: #e74c3c;
            --success: #27ae60;
            --radius: 10px;
            --shadow: 0 8px 24px rgba(0,0,0,0.08);
        }

        * {
            box-sizing: border-box;
            margin: 0;
            padding: 0;
        }

        body {
            font-family: system-ui, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, sans-serif;
            background: var(--bg);
            color: var(--text);
            line-height: 1.5;
            padding: 2rem 1rem;
        }

        .container {
            max-width: 640px;
            margin: 0 auto;
            background: var(--surface);
            padding: 2.5rem;
            border-radius: var(--radius);
            box-shadow: var(--shadow);
        }

        h1 {
            text-align: center;
            margin-bottom: 0.5rem;
            font-size: 1.8rem;
            color: var(--primary);
        }

        .subtitle {
            text-align: center;
            color: var(--text-light);
            margin-bottom: 2rem;
            font-size: 0.95rem;
        }

        .form-group {
            margin-bottom: 1.25rem;
            position: relative;
        }

        .form-row {
            display: grid;
            grid-template-columns: 1fr 1fr;
            gap: 1rem;
        }

        label {
            display: block;
            margin-bottom: 0.4rem;
            font-weight: 500;
            font-size: 0.9rem;
        }

        input, select, textarea {
            width: 100%;
            padding: 0.75rem 1rem;
            border: 2px solid var(--border);
            border-radius: 8px;
            font-size: 1rem;
            background: #fafafa;
            transition: border-color 0.2s, background 0.2s, box-shadow 0.2s;
        }

        input:focus, select:focus, textarea:focus {
            outline: none;
            border-color: var(--accent);
            background: #fff;
            box-shadow: 0 0 0 3px rgba(211, 84, 0, 0.15);
        }

        input:focus:invalid, select:focus:invalid, textarea:focus:invalid {
            border-color: var(--error);
            box-shadow: 0 0 0 3px rgba(231, 76, 60, 0.15);
        }

        input:focus:valid, select:focus:valid, textarea:focus:valid {
            border-color: var(--success);
            box-shadow: 0 0 0 3px rgba(39, 174, 96, 0.15);
        }

        .hint {
            display: block;
            font-size: 0.8rem;
            color: var(--text-light);
            margin-top: 0.35rem;
            min-height: 1.2em;
            transition: color 0.2s;
        }

        input:focus:invalid ~ .hint, select:focus:invalid ~ .hint, textarea:focus:invalid ~ .hint {
            color: var(--error);
        }

        input:focus:valid ~ .hint, select:focus:valid ~ .hint, textarea:focus:valid ~ .hint {
            color: var(--success);
        }

        button {
            width: 100%;
            padding: 0.9rem;
            margin-top: 1rem;
            background: var(--accent);
            color: #fff;
            border: none;
            border-radius: 8px;
            font-size: 1rem;
            font-weight: 600;
            cursor: pointer;
            transition: background 0.2s, transform 0.1s;
        }

        button:hover {
            background: #b04600;
        }

        button:active {
            transform: scale(0.98);
        }

        @media (max-width: 520px) {
            .container {
                padding: 1.5rem;
            }
            .form-row {
                grid-template-columns: 1fr;
            }
            h1 {
                font-size: 1.5rem;
            }
        }
    </style>
</head>
<body>
    <main class=""container"">
        <h1>Table Reservation</h1>
        <p class=""subtitle"">Secure your spot for an unforgettable dining experience.</p>
        
        <form id=""reservationForm"" action=""#"" method=""POST"">
            <div class=""form-group"">
                <label for=""fullName"">Full Name</label>
                <input type=""text"" id=""fullName"" name=""fullName"" required minlength=""2"" placeholder=""Jane Doe"" autocomplete=""name"">
                <span class=""hint"">Enter your first and last name (min 2 characters).</span>
            </div>

            <div class=""form-group"">
                <label for=""email"">Email Address</label>
                <input type=""email"" id=""email"" name=""email"" required placeholder=""jane@example.com"" autocomplete=""email"">
                <span class=""hint"">We'll send a confirmation to this address.</span>
            </div>

            <div class=""form-group"">
                <label for=""phone"">Phone Number</label>
                <input type=""tel"" id=""phone"" name=""phone"" required pattern=""[0-9]{3}-[0-9]{3}-[0-9]{4}"" placeholder=""555-123-4567"" autocomplete=""tel"">
                <span class=""hint"">Format: 555-123-4567</span>
            </div>

            <div class=""form-row"">
                <div class=""form-group"">
                    <label for=""date"">Date</label>
                    <input type=""date"" id=""date"" name=""date"" required>
                    <span class=""hint"">Select your preferred dining date.</span>
                </div>
                <div class=""form-group"">
                    <label for=""time"">Time</label>
                    <input type=""time"" id=""time"" name=""time"" required min=""11:00"" max=""22:00"">
                    <span class=""hint"">Open daily from 11:00 AM to 10:00 PM.</span>
                </div>
            </div>

            <div class=""form-group"">
                <label for=""guests"">Number of Guests</label>
                <select id=""guests"" name=""guests"" required>
                    <option value="""" disabled selected>Select party size</option>
                    <option value=""1"">1 Guest</option>
                    <option value=""2"">2 Guests</option>
                    <option value=""3"">3 Guests</option>
                    <option value=""4"">4 Guests</option>
                    <option value=""5"">5 Guests</option>
                    <option value=""6"">6+ Guests</option>
                </select>
                <span class=""hint"">For parties over 6, please call us directly.</span>
            </div>

            <div class=""form-group"">
                <label for=""requests"">Special Requests</label>
                <textarea id=""requests"" name=""requests"" rows=""3"" placeholder=""Allergies, high chair needed, window seating, etc.""></textarea>
                <span class=""hint"">Optional: Let us know how we can accommodate you.</span>
            </div>

            <button type=""submit"">Confirm Reservation</button>
        </form>
    </main>
</body>
</html>",116.635,93,6396,6489,
chat_logs_qwen3.7_max.csv,2026-07-08T16:14:50,qwen/qwen3.7-max,customer_support_hard_08,customer_support,hard,A customer asks for a recommendation for someone who does not eat pork. Answer carefully using only visible menu names.,"Hello! I would be happy to recommend some delicious pork-free options for you. Based on our menu, here are some great choices:

**Mini Sandwiches**
* Brioche with turkey
* Parmesan
* Salmon

**Time for Sandwiches**
* Manouri sandwich
* Arabic pita with tuna
* Arabic pita with turkey
* Guacamole sandwich
* Turkey - Edam sandwich
* Goat cheese sandwich
* Salmon sandwich
* Steak with mustard sauce sandwich
* Chicken sandwich

**Hot Snacks**
* Cheese pie
* Emmental pie
* Chocolate croissant
* Butter croissant

**Desserts**
* Brownie
* Apple pie
* Cookies
* Cake
* Yogurt

*Please note: The specific ingredients for the Greek sandwich, Aeros sandwich, Toast, and Club sandwich are not shown in the provided menu, so I cannot guarantee they are completely pork-free.*

Please let me know if you would like to order any of these or if you need further assistance!",33.832,626,1805,2431,
chat_logs_qwen3.7_max.csv,2026-07-08T16:15:23,qwen/qwen3.7-max,customer_support_hard_20,customer_support,hard,"A customer wants to avoid pork and asks about Brioche with ham, Milano salami, and Chicken sandwich. Explain what can and cannot be safely recommended from the visible names.","Hello! I would be glad to help you find a suitable option. 

Based on the visible names on our menu:

*   **Cannot be safely recommended:** I cannot recommend the **Brioche with ham** or the **Milano salami**, as ham and salami are pork products. 
*   **Can be safely recommended:** I can safely recommend the **Chicken sandwich**, as it is made with chicken and its name does not indicate the presence of pork.

Please let me know if you would like me to suggest any other pork-free options from our menu!",24.366,640,1254,1894,
chat_logs_qwen3.7_max.csv,2026-07-08T16:15:36,qwen/qwen3.7-max,document_understanding_easy_07,document_understanding,easy,Are refunds available for used digital products?,"No, refunds are not available for used digital products.",5.61,382,232,614,
chat_logs_qwen3.7_max.csv,2026-07-08T16:15:50,qwen/qwen3.7-max,document_understanding_easy_11,document_understanding,easy,What must refund requests include?,Refund requests must include the order number and a short explanation.,5.891,380,244,624,
chat_logs_qwen3.7_max.csv,2026-07-08T16:16:07,qwen/qwen3.7-max,document_understanding_easy_14,document_understanding,easy,What should support agents avoid doing?,"Based on the provided document, support agents should avoid:

* **Blaming the customer** (they should respond politely and avoid blaming the customer).
* **Promising refunds** unless the refund policy clearly allows it.",8.9,381,416,797,
chat_logs_qwen3.7_max.csv,2026-07-08T16:16:24,qwen/qwen3.7-max,document_understanding_easy_15,document_understanding,easy,Who reviews same-day cancellations?,"Based on the provided document, same-day cancellations are reviewed by a manager.",8.7,381,397,778,
chat_logs_qwen3.7_max.csv,2026-07-08T16:16:38,qwen/qwen3.7-max,document_understanding_easy_17,document_understanding,easy,What payment data rule is stated in the document?,"According to the document's Account and Privacy Policy, payment information is not stored by the company.",6.256,384,295,679,
chat_logs_qwen3.7_max.csv,2026-07-08T16:16:53,qwen/qwen3.7-max,document_understanding_medium_02,document_understanding,medium,Can a customer get a refund for a used digital product? Answer based only on the document.,"No, according to the document, refunds are not available for used digital products.",6.78,393,247,640,
chat_logs_qwen3.7_max.csv,2026-07-08T16:17:07,qwen/qwen3.7-max,document_understanding_medium_03,document_understanding,medium,What exception is mentioned for VIP customers?,"Based on the provided document, the exception for VIP customers is that they may receive store credit instead of a cash refund.",5.95,382,252,634,
chat_logs_qwen3.7_max.csv,2026-07-08T16:17:36,qwen/qwen3.7-max,document_understanding_medium_04,document_understanding,medium,Extract the delivery time and missing item rule from the document.,"Based on the provided document:

* **Delivery Time:** Standard delivery takes 30 to 60 minutes.
* **Missing Item Rule:** If an item is missing, the customer should contact support within 2 hours. Support can offer a replacement, store credit, or escalation to a manager. Additionally, support agents must not promise refunds unless the refund policy clearly allows it.",20.777,386,1083,1469,
