timestamp,model,prompt_id,use_case,difficulty,question,answer,latency_seconds,input_tokens,output_tokens,total_tokens,error
2026-07-08T12:50:14,minimax/minimax-m2.5,website_generation_medium_08,website_generation,medium,Create a responsive two-column layout for a food delivery website.,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Food Delivery Layout</title>
    <style>
        :root {
            --primary-color: #ff4757;
            --text-dark: #2f3542;
            --text-light: #a4b0be;
            --bg-light: #f1f2f6;
            --white: #ffffff;
            --shadow: 0 4px 6px rgba(0, 0, 0, 0.1);
        }

        * {
            margin: 0;
            padding: 0;
            box-sizing: border-box;
            font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;
        }

        body {
            background-color: var(--bg-light);
            color: var(--text-dark);
        }

        /* Header */
        header {
            background-color: var(--white);
            padding: 1rem 2rem;
            box-shadow: var(--shadow);
            display: flex;
            justify-content: space-between;
            align-items: center;
            position: sticky;
            top: 0;
            z-index: 100;
        }

        .logo {
            font-size: 1.5rem;
            font-weight: bold;
            color: var(--primary-color);
        }

        .cart-btn {
            background-color: var(--primary-color);
            color: var(--white);
            border: none;
            padding: 0.5rem 1rem;
            border-radius: 5px;
            cursor: pointer;
            font-weight: 600;
        }

        /* Main Layout */
        .container {
            display: flex;
            max-width: 1200px;
            margin: 2rem auto;
            padding: 0 1rem;
            gap: 2rem;
        }

        /* Sidebar (Left Column) */
        .sidebar {
            flex: 0 0 250px;
            background-color: var(--white);
            padding: 1.5rem;
            border-radius: 10px;
            box-shadow: var(--shadow);
            height: fit-content;
        }

        .sidebar h3 {
            margin-bottom: 1rem;
            font-size: 1.1rem;
        }

        .category-list {
            list-style: none;
        }

        .category-list li {
            padding: 0.8rem;
            margin-bottom: 0.5rem;
            border-radius: 5px;
            cursor: pointer;
            transition: background 0.2s;
        }

        .category-list li:hover,
        .category-list li.active {
            background-color: #ffeaa7;
            color: var(--text-dark);
            font-weight: 600;
        }

        /* Content Area (Right Column) */
        .content {
            flex: 1;
        }

        .food-grid {
            display: grid;
            grid-template-columns: repeat(auto-fill, minmax(250px, 1fr));
            gap: 1.5rem;
        }

        .food-card {
            background-color: var(--white);
            border-radius: 10px;
            overflow: hidden;
            box-shadow: var(--shadow);
            transition: transform 0.2s;
        }

        .food-card:hover {
            transform: translateY(-5px);
        }

        .food-image {
            height: 180px;
            background-color: #ddd;
            display: flex;
            align-items: center;
            justify-content: center;
            color: #888;
        }

        .food-info {
            padding: 1rem;
        }

        .food-title {
            font-size: 1.1rem;
            font-weight: bold;
            margin-bottom: 0.5rem;
        }

        .food-desc {
            font-size: 0.9rem;
            color: var(--text-light);
            margin-bottom: 1rem;
        }

        .food-footer {
            display: flex;
            justify-content: space-between;
            align-items: center;
        }

        .price {
            font-weight: bold;
            color: var(--primary-color);
            font-size: 1.1rem;
        }

        .add-btn {
            background-color: var(--text-dark);
            color: var(--white);
            border: none;
            padding: 0.4rem 0.8rem;
            border-radius: 5px;
            cursor: pointer;
        }

        /* Responsive Design */
        @media (max-width: 768px) {
            .container {
                flex-direction: column;
            }

            .sidebar {
                flex: auto;
                width: 100%;
            }

            .category-list {
                display: flex;
                overflow-x: auto;
                padding-bottom: 0.5rem;
            }

            .category-list li {
                white-space: nowrap;
                margin-right: 1rem;
                margin-bottom: 0;
                background-color: #f1f2f6;
            }
        }
    </style>
</head>
<body>

    <header>
        <div class=""logo"">FastEats</div>
        <button class=""cart-btn"">Cart (2)</button>
    </header>

    <div class=""container"">
        <!-- Left Column: Sidebar -->
        <aside class=""sidebar"">
            <h3>Categories</h3>
            <ul class=""category-list"">
                <li class=""active"">All</li>
                <li>Popular</li>
                <li>Burgers</li>
                <li>Pizza</li>
                <li>Asian</li>
                <li>Healthy</li>
                <li>Drinks</li>
            </ul>
        </aside>

        <!-- Right Column: Main Content -->
        <main class=""content"">
            <h2>Popular Near You</h2>
            <br>
            <div class=""food-grid"">
                <!-- Food Item 1 -->
                <div class=""food-card"">
                    <div class=""food-image"">Image</div>
                    <div class=""food-info"">
                        <div class=""food-title"">Classic Cheeseburger</div>
                        <div class=""food-desc"">Beef patty, cheddar, lettuce, tomato</div>
                        <div class=""food-footer"">
                            <span class=""price"">$8.99</span>
                            <button class=""add-btn"">Add</button>
                        </div>
                    </div>
                </div>

                <!-- Food Item 2 -->
                <div class=""food-card"">
                    <div class=""food-image"">Image</div>
                    <div class=""food-info"">
                        <div class=""food-title"">Pepperoni Pizza</div>
                        <div class=""food-desc"">Tomato sauce, mozzarella, pepperoni</div>
                        <div class=""food-footer"">
                            <span class=""price"">$12.50</span>
                            <button class=""add-btn"">Add</button>
                        </div>
                    </div>
                </div>

                <!-- Food Item 3 -->
                <div class=""food-card"">
                    <div class=""food-image"">Image</div>
                    <div class=""food-info"">
                        <div class=""food-title"">Chicken Wrap</div>
                        <div class=""food-desc"">Grilled chicken, caesar sauce, wrap</div>
                        <div class=""food-footer"">
                            <span class=""price"">$7.50</span>
                            <button class=""add-btn"">Add</button>
                        </div>
                    </div>
                </div>

                <!-- Food Item 4 -->
                <div class=""food-card"">
                    <div class=""food-image"">Image</div>
                    <div class=""food-info"">
                        <div class=""food-title"">Sushi Platter</div>
                        <div class=""food-desc"">Salmon, tuna, avocado rolls</div>
                        <div class=""food-footer"">
                            <span class=""price"">$15.00</span>
                            <button class=""add-btn"">Add</button>
                        </div>
                    </div>
                </div>
            </div>
        </main>
    </div>

</body>
</html>",37.122,83,2243,2326,
2026-07-08T12:51:02,minimax/minimax-m2.5,website_generation_medium_09,website_generation,medium,Create a React component for customer reviews with three review cards.,None,47.506,83,3000,3083,
2026-07-08T12:51:21,minimax/minimax-m2.5,website_generation_medium_10,website_generation,medium,Create a responsive newsletter signup section for a restaurant website.,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Restaurant Newsletter</title>
    <style>
        /* General Reset */
        * {
            box-sizing: border-box;
            margin: 0;
            padding: 0;
        }

        body {
            font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif;
        }

        /* Newsletter Section Styles */
        .newsletter-section {
            background-color: #1a1a1a; /* Dark background for premium feel */
            color: #ffffff;
            padding: 5rem 1.5rem;
            text-align: center;
            position: relative;
            overflow: hidden;
        }

        /* Decorative background element (optional) */
        .newsletter-section::before {
            content: '';
            position: absolute;
            top: 0;
            left: 0;
            width: 100%;
            height: 4px;
            background: #d35400; /* Accent color */
        }

        .newsletter-container {
            max-width: 600px;
            margin: 0 auto;
        }

        .newsletter-title {
            font-family: 'Georgia', serif;
            font-size: 2.5rem;
            margin-bottom: 1rem;
            color: #f5f5f5;
            letter-spacing: 1px;
        }

        .newsletter-description {
            font-size: 1.1rem;
            color: #b3b3b3;
            margin-bottom: 2rem;
            line-height: 1.6;
        }

        .newsletter-form {
            display: flex;
            gap: 10px;
            justify-content: center;
        }

        .newsletter-input {
            flex: 1;
            padding: 1rem;
            border: 1px solid #444;
            background-color: #2a2a2a;
            color: #fff;
            font-size: 1rem;
            border-radius: 4px;
            outline: none;
            transition: border-color 0.3s ease;
        }

        .newsletter-input:focus {
            border-color: #d35400;
        }

        .newsletter-input::placeholder {
            color: #777;
        }

        .newsletter-button {
            padding: 1rem 2rem;
            background-color: #d35400;
            color: white;
            border: none;
            font-size: 1rem;
            font-weight: bold;
            text-transform: uppercase;
            border-radius: 4px;
            cursor: pointer;
            transition: background-color 0.3s ease, transform 0.1s ease;
            white-space: nowrap;
        }

        .newsletter-button:hover {
            background-color: #e67e22;
        }

        .newsletter-button:active {
            transform: scale(0.98);
        }

        .newsletter-disclaimer {
            margin-top: 1rem;
            font-size: 0.8rem;
            color: #666;
        }

        /* Responsive Design */
        @media (max-width: 600px) {
            .newsletter-title {
                font-size: 2rem;
            }

            .newsletter-form {
                flex-direction: column;
            }

            .newsletter-button {
                width: 100%;
            }
        }
    </style>
</head>
<body>

    <section class=""newsletter-section"">
        <div class=""newsletter-container"">
            <h2 class=""newsletter-title"">Taste the Latest First</h2>
            <p class=""newsletter-description"">
                Join our culinary circle. Get exclusive menu updates, special event invites, and special offers straight to your inbox.
            </p>
            
            <form class=""newsletter-form"" action=""#"" method=""POST"">
                <input 
                    type=""email"" 
                    class=""newsletter-input"" 
                    placeholder=""Enter your email address"" 
                    aria-label=""Email Address"" 
                    required
                >
                <button type=""submit"" class=""newsletter-button"">
                    Subscribe
                </button>
            </form>
            
            <p class=""newsletter-disclaimer"">
                We respect your privacy. No spam, ever.
            </p>
        </div>
    </section>

</body>
</html>",19.256,82,1787,1869,
2026-07-08T12:52:07,minimax/minimax-m2.5,website_generation_medium_11,website_generation,medium,"Create a responsive landing page for a brunch cafe with hero, featured meals, and booking button.","<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>The Morning Nook | Brunch Cafe</title>
    <link rel=""preconnect"" href=""https://fonts.googleapis.com"">
    <link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>
    <link href=""https://fonts.googleapis.com/css2?family=Playfair+Display:wght@600;700&family=Lato:wght@400;700&display=swap"" rel=""stylesheet"">
    <style>
        :root {
            --primary-color: #d4a373;
            --secondary-color: #faedcd;
            --text-dark: #333333;
            --text-light: #fefefe;
            --accent-green: #606c38;
            --bg-light: #f9f7f2;
        }

        * {
            margin: 0;
            padding: 0;
            box-sizing: border-box;
        }

        body {
            font-family: 'Lato', sans-serif;
            background-color: var(--bg-light);
            color: var(--text-dark);
            line-height: 1.6;
        }

        h1, h2, h3 {
            font-family: 'Playfair Display', serif;
        }

        a {
            text-decoration: none;
            color: inherit;
        }

        /* Header */
        header {
            background-color: #fff;
            padding: 1rem 5%;
            display: flex;
            justify-content: space-between;
            align-items: center;
            position: sticky;
            top: 0;
            z-index: 1000;
            box-shadow: 0 2px 10px rgba(0,0,0,0.05);
        }

        .logo {
            font-size: 1.5rem;
            font-weight: 700;
            color: var(--accent-green);
        }

        nav ul {
            display: flex;
            list-style: none;
            gap: 2rem;
        }

        nav a:hover {
            color: var(--primary-color);
        }

        .btn-book {
            background-color: var(--primary-color);
            color: white;
            padding: 0.5rem 1.5rem;
            border-radius: 25px;
            font-weight: 700;
            transition: background 0.3s;
        }

        .btn-book:hover {
            background-color: #bc8a5f;
        }

        /* Hero Section */
        .hero {
            height: 90vh;
            background: linear-gradient(rgba(0,0,0,0.4), rgba(0,0,0,0.4)), url('https://images.unsplash.com/photo-1504754524776-8f4f37790ca0?ixlib=rb-4.0.3&auto=format&fit=crop&w=1920&q=80');
            background-size: cover;
            background-position: center;
            display: flex;
            flex-direction: column;
            justify-content: center;
            align-items: center;
            text-align: center;
            color: var(--text-light);
            padding: 0 1rem;
        }

        .hero h1 {
            font-size: 3.5rem;
            margin-bottom: 1rem;
            text-shadow: 2px 2px 4px rgba(0,0,0,0.5);
        }

        .hero p {
            font-size: 1.2rem;
            margin-bottom: 2rem;
            max-width: 600px;
        }

        .hero-btn {
            background-color: var(--primary-color);
            color: white;
            padding: 1rem 2.5rem;
            font-size: 1.1rem;
            border-radius: 30px;
            font-weight: bold;
            border: none;
            cursor: pointer;
            transition: transform 0.2s;
        }

        .hero-btn:hover {
            transform: scale(1.05);
            background-color: #bc8a5f;
        }

        /* Featured Meals */
        .featured {
            padding: 5rem 5%;
            text-align: center;
        }

        .featured h2 {
            font-size: 2.5rem;
            margin-bottom: 3rem;
            color: var(--accent-green);
        }

        .menu-grid {
            display: grid;
            grid-template-columns: repeat(auto-fit, minmax(280px, 1fr));
            gap: 2rem;
        }

        .menu-item {
            background: white;
            border-radius: 15px;
            overflow: hidden;
            box-shadow: 0 5px 15px rgba(0,0,0,0.05);
            transition: transform 0.3s;
        }

        .menu-item:hover {
            transform: translateY(-5px);
        }

        .menu-img {
            width: 100%;
            height: 200px;
            object-fit: cover;
        }

        .menu-content {
            padding: 1.5rem;
        }

        .menu-title {
            font-size: 1.25rem;
            margin-bottom: 0.5rem;
            color: var(--text-dark);
        }

        .menu-desc {
            font-size: 0.9rem;
            color: #666;
            margin-bottom: 1rem;
        }

        .menu-price {
            font-weight: 700;
            color: var(--primary-color);
            font-size: 1.1rem;
        }

        /* Booking Section */
        .booking-section {
            background-color: var(--secondary-color);
            padding: 5rem 5%;
            text-align: center;
        }

        .booking-section h2 {
            font-size: 2.5rem;
            margin-bottom: 1rem;
            color: var(--accent-green);
        }

        .booking-form {
            max-width: 500px;
            margin: 2rem auto 0;
            display: flex;
            flex-direction: column;
            gap: 1rem;
        }

        .form-group {
            display: flex;
            gap: 1rem;
        }

        input, select {
            width: 100%;
            padding: 1rem;
            border: 1px solid #ddd;
            border-radius: 8px;
            font-family: inherit;
        }

        .submit-btn {
            background-color: var(--accent-green);
            color: white;
            padding: 1rem;
            border: none;
            border-radius: 8px;
            font-size: 1rem;
            font-weight: bold;
            cursor: pointer;
            transition: background 0.3s;
        }

        .submit-btn:hover {
            background-color: #4a542c;
        }

        /* Footer */
        footer {
            background-color: #2c2c2c;
            color: #aaa;
            padding: 3rem 5%;
            text-align: center;
        }

        .footer-content {
            display: flex;
            flex-wrap: wrap;
            justify-content: space-between;
            max-width: 1200px;
            margin: 0 auto;
            text-align: left;
            gap: 2rem;
        }

        .footer-col h4 {
            color: white;
            margin-bottom: 1rem;
        }

        .footer-col p {
            margin-bottom: 0.5rem;
        }

        /* Mobile Responsive */
        @media (max-width: 768px) {
            header {
                flex-direction: column;
                gap: 1rem;
            }
            
            nav ul {
                gap: 1rem;
                font-size: 0.9rem;
            }

            .hero h1 {
                font-size: 2.5rem;
            }

            .form-group {
                flex-direction: column;
            }
            
            .footer-content {
                flex-direction: column;
                text-align: center;
            }
        }
    </style>
</head>
<body>

    <header>
        <div class=""logo"">The Morning Nook</div>
        <nav>
            <ul>
                <li><a href=""#hero"">Home</a></li>
                <li><a href=""#featured"">Menu</a></li>
                <li><a href=""#booking"">Book a Table</a></li>
            </ul>
        </nav>
        <a href=""#booking"" class=""btn-book"">Reservations</a>
    </header>

    <section class=""hero"" id=""hero"">
        <h1>Start Your Day the Delicious Way</h1>
        <p>Freshly brewed coffee, artisan pastries, and farm-to-table brunch classics served in a cozy atmosphere.</p>
        <a href=""#booking""><button class=""hero-btn"">Book a Table</button></a>
    </section>

    <section class=""featured"" id=""featured"">
        <h2>Our Favorites</h2>
        <div class=""menu-grid"">
            <!-- Item 1 -->
            <div class=""menu-item"">
                <img src=""https://images.unsplash.com/photo-1588137372308-15f75323ca8d?ixlib=rb-4.0.3&auto=format&fit=crop&w=600&q=80"" alt=""Avocado Toast"" class=""menu-img"">
                <div class=""menu-content"">
                    <h3 class=""menu-title"">Classic Avocado Toast</h3>
                    <p class=""menu-desc"">Sourdough bread, smashed avocado, poached egg, radish, and chili flakes.</p>
                    <span class=""menu-price"">$14.00</span>
                </div>
            </div>
            <!-- Item 2 -->
            <div class=""menu-item"">
                <img src=""https://images.unsplash.com/photo-1600891964092-4316c288032e?ixlib=rb-4.0.3&auto=format&fit=crop&w=600&q=80"" alt=""Steak and Eggs"" class=""menu-img"">
                <div class=""menu-content"">
                    <h3 class=""menu-title"">The Rancher's Breakfast</h3>
                    <p class=""menu-desc"">Grass-fed steak, two eggs any style, roasted potatoes, and toast.</p>
                    <span class=""menu-price"">$22.00</span>
                </div>
            </div>
            <!-- Item 3 -->
            <div class=""menu-item"">
                <img src=""https://images.unsplash.com/photo-1565299585323-38d6b0865b47?ixlib=rb-4.0.3&auto=format&fit=crop&w=600&q=80"" alt=""Pancakes"" class=""menu-img"">
                <div class=""menu-content"">
                    <h3 class=""menu-title"">Blueberry Buttermilk Pancakes</h3>
                    <p class=""menu-desc"">Fluffy pancakes stacked high, topped with maple butter and fresh berries.</p>
                    <span class=""menu-price"">",45.691,90,3000,3090,
2026-07-08T12:52:49,minimax/minimax-m2.5,website_generation_medium_12,website_generation,medium,Create a React component for a menu category section that receives items as an array.,None,42.052,87,3000,3087,
2026-07-08T12:53:21,minimax/minimax-m2.5,website_generation_medium_13,website_generation,medium,Create an HTML and CSS section for restaurant promotions with three offer cards.,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<style>
  :root {
    --primary-color: #ff6b6b;
    --secondary-color: #333;
    --text-color: #666;
    --bg-color: #f8f9fa;
    --card-bg: #ffffff;
  }

  * {
    box-sizing: border-box;
    margin: 0;
    padding: 0;
  }

  body {
    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;
    line-height: 1.6;
  }

  .promo-section {
    padding: 60px 20px;
    background-color: var(--bg-color);
    text-align: center;
  }

  .promo-section h2 {
    font-size: 2.5rem;
    color: var(--secondary-color);
    margin-bottom: 10px;
  }

  .promo-section .subtitle {
    color: var(--text-color);
    margin-bottom: 50px;
    font-size: 1.1rem;
  }

  .promo-container {
    display: flex;
    flex-wrap: wrap;
    justify-content: center;
    gap: 30px;
    max-width: 1200px;
    margin: 0 auto;
  }

  .promo-card {
    background: var(--card-bg);
    border-radius: 15px;
    overflow: hidden;
    box-shadow: 0 10px 20px rgba(0,0,0,0.05);
    width: 100%;
    max-width: 350px;
    transition: transform 0.3s ease, box-shadow 0.3s ease;
    display: flex;
    flex-direction: column;
  }

  .promo-card:hover {
    transform: translateY(-10px);
    box-shadow: 0 15px 30px rgba(0,0,0,0.1);
  }

  .card-image {
    height: 220px;
    background-size: cover;
    background-position: center;
    position: relative;
  }

  .badge {
    position: absolute;
    top: 15px;
    right: 15px;
    background-color: var(--primary-color);
    color: white;
    padding: 5px 12px;
    border-radius: 20px;
    font-size: 0.85rem;
    font-weight: bold;
    text-transform: uppercase;
  }

  .card-content {
    padding: 25px;
    display: flex;
    flex-direction: column;
    flex-grow: 1;
    text-align: left;
  }

  .card-title {
    font-size: 1.5rem;
    color: var(--secondary-color);
    margin-bottom: 10px;
  }

  .card-desc {
    color: var(--text-color);
    font-size: 0.95rem;
    margin-bottom: 20px;
    flex-grow: 1;
  }

  .card-footer {
    display: flex;
    justify-content: space-between;
    align-items: center;
    margin-top: auto;
    border-top: 1px solid #eee;
    padding-top: 15px;
  }

  .price {
    font-size: 1.4rem;
    font-weight: 700;
    color: var(--secondary-color);
  }

  .order-btn {
    background-color: var(--secondary-color);
    color: white;
    border: none;
    padding: 10px 20px;
    border-radius: 6px;
    cursor: pointer;
    font-weight: 600;
    transition: background-color 0.2s;
    text-decoration: none;
  }

  .order-btn:hover {
    background-color: var(--primary-color);
  }

  @media (max-width: 768px) {
    .promo-container {
      flex-direction: column;
      align-items: center;
    }
    
    .promo-card {
      max-width: 100%;
    }
  }
</style>
</head>
<body>

<section class=""promo-section"">
  <h2>Our Special Offers</h2>
  <p class=""subtitle"">Discover delicious deals crafted for today</p>
  
  <div class=""promo-container"">
    
    <!-- Card 1 -->
    <div class=""promo-card"">
      <div class=""card-image"" style=""background-image: url('https://images.unsplash.com/photo-1533089862017-561484579210?ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80');"">
        <span class=""badge"">Breakfast</span>
      </div>
      <div class=""card-content"">
        <h3 class=""card-title"">Morning Delight</h3>
        <p class=""card-desc"">Fluffy pancakes served with fresh berries, maple syrup, and a side of crispy bacon.</p>
        <div class=""card-footer"">
          <span class=""price"">$12.99</span>
          <a href=""#"" class=""order-btn"">Order Now</a>
        </div>
      </div>
    </div>

    <!-- Card 2 -->
    <div class=""promo-card"">
      <div class=""card-image"" style=""background-image: url('https://images.unsplash.com/photo-1568901346375-23c9450c58cd?ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80');"">
        <span class=""badge"">Lunch</span>
      </div>
      <div class=""card-content"">
        <h3 class=""card-title"">The Classic Burger</h3>
        <p class=""card-desc"">Juicy beef patty with cheddar cheese, lettuce, tomato, and our secret sauce on a brioche bun.</p>
        <div class=""card-footer"">
          <span class=""price"">$15.50</span>
          <a href=""#"" class=""order-btn"">Order Now</a>
        </div>
      </div>
    </div>

    <!-- Card 3 -->
    <div class=""promo-card"">
      <div class=""card-image"" style=""background-image: url('https://images.unsplash.com/photo-1600891964092-4316c288032e?ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80');"">
        <span class=""badge"">Dinner</span>
      </div>
      <div class=""card-content"">
        <h3 class=""card-title"">Steak Special</h3>
        <p class=""card-desc"">8oz Ribeye steak grilled to perfection, served with mashed potatoes and seasonal vegetables.</p>
        <div class=""card-footer"">
          <span class=""price"">$28.00</span>
          <a href=""#"" class=""order-btn"">Order Now</a>
        </div>
      </div>
    </div>

  </div>
</section>

</body>
</html>",31.895,85,2903,2988,
2026-07-08T12:53:50,minimax/minimax-m2.5,website_generation_medium_14,website_generation,medium,Create a responsive grid layout for six food products with prices.,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Food Product Grid</title>
    <style>
        * {
            box-sizing: border-box;
            margin: 0;
            padding: 0;
            font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;
        }

        body {
            padding: 2rem;
            background-color: #f8f9fa;
        }

        .container {
            max-width: 1200px;
            margin: 0 auto;
        }

        h1 {
            text-align: center;
            margin-bottom: 2rem;
            color: #333;
        }

        .product-grid {
            display: grid;
            /* Responsive grid: creates columns automatically based on available width */
            grid-template-columns: repeat(auto-fill, minmax(280px, 1fr));
            gap: 2rem;
        }

        .product-card {
            background: white;
            border-radius: 12px;
            overflow: hidden;
            box-shadow: 0 4px 6px rgba(0, 0, 0, 0.1);
            transition: transform 0.2s ease, box-shadow 0.2s ease;
            display: flex;
            flex-direction: column;
        }

        .product-card:hover {
            transform: translateY(-5px);
            box-shadow: 0 10px 15px rgba(0, 0, 0, 0.1);
        }

        .product-image {
            width: 100%;
            height: 200px;
            object-fit: cover;
            background-color: #eee;
        }

        .product-info {
            padding: 1.5rem;
            display: flex;
            flex-direction: column;
            flex-grow: 1;
        }

        .product-title {
            font-size: 1.25rem;
            font-weight: 600;
            margin-bottom: 0.5rem;
            color: #2d3748;
        }

        .product-description {
            font-size: 0.9rem;
            color: #718096;
            margin-bottom: 1rem;
            line-height: 1.5;
            flex-grow: 1;
        }

        .product-footer {
            display: flex;
            justify-content: space-between;
            align-items: center;
            margin-top: auto;
        }

        .product-price {
            font-size: 1.5rem;
            font-weight: 700;
            color: #48bb78;
        }

        .add-btn {
            background-color: #ed8936;
            color: white;
            border: none;
            padding: 0.5rem 1rem;
            border-radius: 6px;
            cursor: pointer;
            font-weight: 600;
            transition: background-color 0.2s;
        }

        .add-btn:hover {
            background-color: #dd6b20;
        }
    </style>
</head>
<body>

    <div class=""container"">
        <h1>Our Menu</h1>
        
        <div class=""product-grid"">
            <!-- Product 1 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=500&auto=format&fit=crop&q=60"" alt=""Pizza"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Margherita Pizza</h2>
                    <p class=""product-description"">Classic tomato sauce, fresh mozzarella, and basil on a crispy thin crust.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$12.99</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>

            <!-- Product 2 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=500&auto=format&fit=crop&q=60"" alt=""Burger"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Classic Cheeseburger</h2>
                    <p class=""product-description"">Juicy beef patty with cheddar cheese, lettuce, tomato, and special sauce.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$9.50</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>

            <!-- Product 3 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1551024709-8f23befc6f87?w=500&auto=format&fit=crop&q=60"" alt=""Drink"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Fresh Lemonade</h2>
                    <p class=""product-description"">Refreshing homemade lemonade with a hint of mint.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$4.50</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>

            <!-- Product 4 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=500&auto=format&fit=crop&q=60"" alt=""Cake"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Strawberry Cake</h2>
                    <p class=""product-description"">Layers of sponge cake filled with fresh strawberries and cream.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$7.00</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>

            <!-- Product 5 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1551024506-0bccd828d307?w=500&auto=format&fit=crop&q=60"" alt=""Salad"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Caesar Salad</h2>
                    <p class=""product-description"">Crisp romaine lettuce, croutons, parmesan cheese, and Caesar dressing.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$8.25</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>

            <!-- Product 6 -->
            <div class=""product-card"">
                <img src=""https://images.unsplash.com/photo-1551782450-a2132b4ba21d?w=500&auto=format&fit=crop&q=60"" alt=""Steak"" class=""product-image"">
                <div class=""product-info"">
                    <h2 class=""product-title"">Grilled Ribeye</h2>
                    <p class=""product-description"">12oz ribeye steak grilled to perfection, served with seasonal vegetables.</p>
                    <div class=""product-footer"">
                        <span class=""product-price"">$24.99</span>
                        <button class=""add-btn"">Add to Cart</button>
                    </div>
                </div>
            </div>
        </div>
    </div>

</body>
</html>",29.025,83,2038,2121,
2026-07-08T12:54:31,minimax/minimax-m2.5,website_generation_medium_15,website_generation,medium,Create a restaurant contact page section with map placeholder and contact form.,"<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>Restaurant Contact</title>
<style>
  :root {
    --primary-color: #c0392b;
    --text-dark: #2c3e50;
    --text-light: #7f8c8d;
    --bg-light: #f4f4f4;
    --white: #ffffff;
  }

  * {
    box-sizing: border-box;
    margin: 0;
    padding: 0;
  }

  body {
    font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif;
    line-height: 1.6;
    color: var(--text-dark);
  }

  .contact-section {
    padding: 80px 20px;
    background-color: var(--bg-light);
  }",40.795,84,3000,3084,
2026-07-08T12:55:26,minimax/minimax-m2.5,website_generation_medium_16,website_generation,medium,"Create a React component for an order summary card with subtotal, delivery fee, and total.",None,55.01,90,3000,3090,
2026-07-08T12:56:08,minimax/minimax-m2.5,website_generation_medium_17,website_generation,medium,Create a responsive staff/team section for a local restaurant.,None,42.484,83,3000,3083,
