prompt_id,use_case,difficulty,rows,unique_prompts,avg_latency,median_latency,p95_latency,min_latency,max_latency,avg_input_tokens,avg_output_tokens,avg_total_tokens,total_tokens,avg_answer_chars,errors,empty_answers,possible_truncations
customer_support_hard_16,customer_support,hard,6,1,11.340166666666667,7.714499999999999,24.12625,2.432,25.213,625.3333333333334,592.8333333333334,1218.1666666666667,7309,318.3333333333333,0,0,2
customer_support_hard_17,customer_support,hard,6,1,18.383666666666667,15.837499999999999,34.132,5.987,34.963,628.1666666666666,946.6666666666666,1574.8333333333333,9449,272.6666666666667,0,0,4
customer_support_hard_18,customer_support,hard,6,1,8.772666666666666,6.2604999999999995,19.042749999999998,1.961,20.064,622.6666666666666,427.3333333333333,1050.0,6300,151.66666666666666,0,0,2
customer_support_hard_19,customer_support,hard,6,1,20.346666666666668,17.0625,39.58175,6.081,41.267,626.6666666666666,1096.1666666666667,1722.8333333333333,10337,555.5,0,0,3
customer_support_hard_20,customer_support,hard,6,1,15.6,13.676499999999999,31.17,3.905,33.438,633.6666666666666,809.0,1442.6666666666667,8656,623.6666666666666,0,0,3
customer_support_medium_01,customer_support,medium,6,1,11.229333333333335,12.302499999999998,18.414250000000003,3.011,18.521,614.3333333333334,570.1666666666666,1184.5,7107,256.1666666666667,0,0,3
customer_support_medium_02,customer_support,medium,6,1,9.5715,7.812,20.1885,2.267,22.155,614.6666666666666,462.6666666666667,1077.3333333333333,6464,192.5,0,0,2
customer_support_medium_03,customer_support,medium,6,1,11.454666666666666,7.548500000000001,25.28575,3.117,27.488,616.8333333333334,561.5,1178.3333333333333,7070,203.66666666666666,0,0,2
customer_support_medium_04,customer_support,medium,6,1,13.124333333333334,11.347999999999999,25.430500000000002,3.11,26.309,615.8333333333334,678.5,1294.3333333333333,7766,277.5,0,0,3
customer_support_medium_05,customer_support,medium,6,1,10.817,11.067499999999999,19.19525,2.368,19.389,614.3333333333334,545.0,1159.3333333333333,6956,236.33333333333334,0,0,3
customer_support_medium_06,customer_support,medium,6,1,10.4855,8.3275,20.317,4.29,22.509,615.3333333333334,543.8333333333334,1159.1666666666667,6955,319.6666666666667,0,0,2
customer_support_medium_07,customer_support,medium,6,1,9.4285,8.323,17.71125,2.4,18.25,611.3333333333334,478.1666666666667,1089.5,6537,276.1666666666667,0,0,2
customer_support_medium_08,customer_support,medium,6,1,9.5345,8.2115,18.978,2.454,20.399,610.6666666666666,502.0,1112.6666666666667,6676,148.83333333333334,0,0,2
customer_support_medium_09,customer_support,medium,6,1,7.812333333333332,7.887499999999999,13.91725,1.484,14.427,613.6666666666666,353.0,966.6666666666666,5800,137.33333333333334,0,0,2
customer_support_medium_10,customer_support,medium,6,1,20.122666666666667,20.277,33.124,5.959,33.404,616.8333333333334,1117.5,1734.3333333333333,10406,317.1666666666667,0,0,4
customer_support_medium_11,customer_support,medium,6,1,8.4565,6.609,16.6035,2.456,17.066,614.3333333333334,431.1666666666667,1045.5,6273,214.0,0,0,2
customer_support_medium_12,customer_support,medium,6,1,13.850999999999999,13.186499999999999,23.9175,5.421,25.03,617.8333333333334,691.6666666666666,1309.5,7857,258.5,0,0,3
customer_support_medium_13,customer_support,medium,6,1,8.0615,6.9415000000000004,14.67375,1.947,14.793,615.3333333333334,403.5,1018.8333333333334,6113,159.16666666666666,0,0,2
customer_support_medium_14,customer_support,medium,6,1,13.638833333333332,10.188,26.1525,4.345,26.401,615.6666666666666,709.0,1324.6666666666667,7948,321.8333333333333,0,0,2
customer_support_medium_15,customer_support,medium,6,1,11.519166666666669,11.396,19.3405,3.526,19.7,613.3333333333334,623.0,1236.3333333333333,7418,231.16666666666666,0,0,3
customer_support_medium_16,customer_support,medium,6,1,20.2895,17.069499999999998,37.9735,5.404,38.272,611.6666666666666,1159.6666666666667,1771.3333333333333,10628,438.3333333333333,0,0,4
customer_support_medium_17,customer_support,medium,6,1,7.187166666666667,6.0465,15.23625,1.672,16.695,611.1666666666666,351.5,962.6666666666666,5776,142.0,0,0,1
customer_support_medium_18,customer_support,medium,6,1,20.501833333333334,18.9515,36.805,5.541,37.214,618.3333333333334,1145.1666666666667,1763.5,10581,291.8333333333333,0,1,4
customer_support_medium_19,customer_support,medium,6,1,8.94,7.725999999999999,16.92375,2.512,17.395,617.3333333333334,467.0,1084.3333333333333,6506,216.5,0,0,2
customer_support_medium_20,customer_support,medium,6,1,14.890666666666666,11.2195,29.368000000000002,3.49,29.724,610.6666666666666,832.6666666666666,1443.3333333333333,8660,585.6666666666666,0,0,3
document_understanding_easy_01,document_understanding,easy,6,1,4.272833333333334,3.837,7.41,1.966,7.823,391.6666666666667,166.0,557.6666666666666,3346,86.5,0,0,0
document_understanding_easy_02,document_understanding,easy,6,1,7.242666666666666,6.4935,14.334,2.072,16.384,389.8333333333333,296.1666666666667,686.0,4116,282.0,0,0,0
document_understanding_easy_03,document_understanding,easy,6,1,5.8535,5.271,11.734,0.993,13.029,387.8333333333333,262.1666666666667,650.0,3900,127.5,0,0,0
document_understanding_easy_04,document_understanding,easy,6,1,3.9090000000000003,3.9490000000000003,6.1107499999999995,0.896,6.172,388.3333333333333,156.16666666666666,544.5,3267,79.83333333333333,0,0,0
document_understanding_easy_05,document_understanding,easy,6,1,3.2725000000000004,3.2510000000000003,5.779,0.702,6.038,388.3333333333333,118.16666666666667,506.5,3039,52.166666666666664,0,0,0
document_understanding_easy_06,document_understanding,easy,6,1,4.8068333333333335,4.861,7.0785,2.08,7.296,392.6666666666667,192.0,584.6666666666666,3508,121.0,0,0,0
document_understanding_easy_07,document_understanding,easy,6,1,4.0584999999999996,3.7904999999999998,7.17375,1.608,7.695,389.3333333333333,169.16666666666666,558.5,3351,82.5,0,0,0
document_understanding_easy_08,document_understanding,easy,6,1,4.6226666666666665,3.816,8.61125,1.945,9.232,392.6666666666667,196.16666666666666,588.8333333333334,3533,99.0,0,0,0
document_understanding_easy_09,document_understanding,easy,6,1,4.4656666666666665,4.483499999999999,7.6850000000000005,1.756,8.227,390.3333333333333,182.83333333333334,573.1666666666666,3439,96.33333333333333,0,0,0
document_understanding_easy_10,document_understanding,easy,6,1,4.422833333333333,3.6550000000000002,9.099,1.377,10.011,388.6666666666667,173.16666666666666,561.8333333333334,3371,96.5,0,0,0
document_understanding_easy_11,document_understanding,easy,6,1,4.096166666666666,3.9905,7.17,1.415,7.493,387.6666666666667,175.33333333333334,563.0,3378,87.5,0,0,0
document_understanding_easy_12,document_understanding,easy,6,1,5.7508333333333335,5.183,10.41225,1.841,10.605,389.3333333333333,264.5,653.8333333333334,3923,138.66666666666666,0,0,0
document_understanding_easy_13,document_understanding,easy,6,1,3.8348333333333335,4.7115,5.4232499999999995,1.144,5.438,387.6666666666667,138.83333333333334,526.5,3159,76.5,0,0,0
document_understanding_easy_14,document_understanding,easy,6,1,7.1593333333333335,6.405,12.541250000000002,3.618,13.755,388.6666666666667,332.5,721.1666666666666,4327,245.5,0,0,0
document_understanding_easy_15,document_understanding,easy,6,1,4.468333333333333,3.7489999999999997,8.42025,1.201,8.7,388.1666666666667,186.83333333333334,575.0,3450,68.33333333333333,0,0,0
document_understanding_easy_16,document_understanding,easy,6,1,6.008,5.6899999999999995,9.76,2.949,10.423,390.6666666666667,235.5,626.1666666666666,3757,190.66666666666666,0,0,0
document_understanding_easy_17,document_understanding,easy,6,1,5.497666666666667,4.7585,10.973749999999999,1.619,12.286,391.3333333333333,244.83333333333334,636.1666666666666,3817,114.0,0,0,0
document_understanding_easy_18,document_understanding,easy,6,1,4.697,4.9465,7.13025,2.046,7.476,391.6666666666667,177.0,568.6666666666666,3412,105.0,0,0,0
document_understanding_easy_19,document_understanding,easy,6,1,5.4223333333333334,5.5845,8.48625,2.325,8.724,390.3333333333333,219.33333333333334,609.6666666666666,3658,157.83333333333334,0,0,0
document_understanding_easy_20,document_understanding,easy,6,1,4.744833333333333,4.796,7.762499999999999,1.44,8.197,392.3333333333333,203.16666666666666,595.5,3573,142.83333333333334,0,0,0
document_understanding_hard_01,document_understanding,hard,6,1,14.926499999999999,12.3305,27.86025,4.634,28.278,401.8333333333333,769.0,1170.8333333333333,7025,395.3333333333333,0,0,2
document_understanding_hard_02,document_understanding,hard,6,1,9.340333333333334,10.474499999999999,14.720749999999999,3.136,15.033,400.6666666666667,403.0,803.6666666666666,4822,319.6666666666667,0,0,0
document_understanding_hard_03,document_understanding,hard,6,1,11.857833333333332,11.0985,21.713,2.966,22.261,395.8333333333333,585.3333333333334,981.1666666666666,5887,346.3333333333333,0,0,2
document_understanding_hard_04,document_understanding,hard,6,1,15.006,11.465,32.7455,2.519,36.788,409.6666666666667,754.8333333333334,1164.5,6987,753.5,0,0,2
document_understanding_hard_05,document_understanding,hard,6,1,18.80333333333333,19.4975,29.04675,6.664,29.147,399.3333333333333,952.5,1351.8333333333333,8111,936.1666666666666,0,0,3
document_understanding_hard_06,document_understanding,hard,6,1,16.2525,16.2155,32.492000000000004,3.242,36.005,398.6666666666667,748.8333333333334,1147.5,6885,181.33333333333334,0,0,3
document_understanding_hard_07,document_understanding,hard,6,1,20.4605,18.7355,36.79925,5.275,38.535,402.6666666666667,1069.1666666666667,1471.8333333333333,8831,1231.8333333333333,0,0,3
document_understanding_hard_08,document_understanding,hard,6,1,16.621333333333336,12.782,35.317750000000004,4.91,38.82,398.1666666666667,862.5,1260.6666666666667,7564,697.6666666666666,0,0,2
document_understanding_hard_09,document_understanding,hard,6,1,7.8235,7.5825,12.907,3.678,13.685,408.6666666666667,376.0,784.6666666666666,4708,388.6666666666667,0,0,0
document_understanding_hard_10,document_understanding,hard,6,1,31.869666666666664,31.205,49.951499999999996,14.137,50.108,395.3333333333333,1701.5,2096.8333333333335,12581,1624.1666666666667,0,0,6
document_understanding_hard_11,document_understanding,hard,6,1,6.2855,5.852,10.72825,2.034,11.107,405.6666666666667,323.1666666666667,728.8333333333334,4373,406.6666666666667,0,0,0
document_understanding_hard_12,document_understanding,hard,6,1,11.6925,9.2625,20.843,5.935,21.861,404.3333333333333,601.8333333333334,1006.1666666666666,6037,419.0,0,0,1
document_understanding_hard_13,document_understanding,hard,6,1,14.486166666666668,13.879999999999999,25.9895,4.574,27.161,403.6666666666667,742.3333333333334,1146.0,6876,494.8333333333333,0,0,3
document_understanding_hard_14,document_understanding,hard,6,1,15.6915,16.2455,27.241500000000002,4.672,28.475,411.1666666666667,853.6666666666666,1264.8333333333333,7589,674.6666666666666,0,0,3
document_understanding_hard_15,document_understanding,hard,6,1,16.314666666666668,17.462,24.30675,4.16,24.349,399.6666666666667,814.5,1214.1666666666667,7285,758.8333333333334,0,0,3
document_understanding_hard_16,document_understanding,hard,6,1,9.3435,7.4030000000000005,17.03375,3.087,17.131,402.8333333333333,466.5,869.3333333333334,5216,312.5,0,0,0
document_understanding_hard_17,document_understanding,hard,6,1,10.6325,10.607,17.40675,2.169,17.816,402.6666666666667,521.6666666666666,924.3333333333334,5546,382.8333333333333,0,0,1
document_understanding_hard_18,document_understanding,hard,6,1,7.294499999999999,6.9415,11.14575,2.869,11.509,403.3333333333333,343.0,746.3333333333334,4478,358.3333333333333,0,0,0
document_understanding_hard_19,document_understanding,hard,6,1,22.74733333333333,22.354999999999997,42.67525,3.846,45.736,399.6666666666667,1352.6666666666667,1752.3333333333333,10514,1623.5,0,0,3
document_understanding_hard_20,document_understanding,hard,6,1,22.9275,22.9795,40.78425,3.869,41.299,403.1666666666667,1244.0,1647.1666666666667,9883,1166.8333333333333,0,0,4
document_understanding_medium_01,document_understanding,medium,6,1,18.803,18.264,35.18275,2.043,36.509,394.1666666666667,1024.5,1418.6666666666667,8512,532.8333333333334,0,0,3
document_understanding_medium_02,document_understanding,medium,6,1,6.531166666666667,6.5615000000000006,12.6305,2.075,14.418,400.3333333333333,197.83333333333334,598.1666666666666,3589,111.33333333333333,0,0,0
document_understanding_medium_03,document_understanding,medium,6,1,4.413333333333333,5.0485,6.343,1.716,6.474,389.6666666666667,170.0,559.6666666666666,3358,113.16666666666667,0,0,0
document_understanding_medium_04,document_understanding,medium,6,1,9.501666666666667,7.961,18.270500000000002,2.967,20.777,393.6666666666667,429.8333333333333,823.5,4941,330.5,0,0,1
document_understanding_medium_05,document_understanding,medium,6,1,8.720833333333333,7.787,17.437,2.041,18.64,391.1666666666667,437.3333333333333,828.5,4971,257.1666666666667,0,0,1
document_understanding_medium_06,document_understanding,medium,6,1,6.997833333333333,6.201499999999999,12.30625,3.174,13.169,392.3333333333333,325.1666666666667,717.5,4305,253.33333333333334,0,0,0
document_understanding_medium_07,document_understanding,medium,6,1,11.102166666666667,10.273,21.802500000000002,1.443,22.041,391.1666666666667,550.3333333333334,941.5,5649,253.0,0,0,1
document_understanding_medium_08,document_understanding,medium,6,1,22.855166666666666,22.419999999999998,40.617999999999995,2.822,41.282,395.6666666666667,1214.3333333333333,1610.0,9660,517.1666666666666,0,0,3
document_understanding_medium_09,document_understanding,medium,6,1,4.098333333333334,4.1135,7.134,0.823,7.546,390.6666666666667,179.33333333333334,570.0,3420,86.83333333333333,0,0,0
document_understanding_medium_10,document_understanding,medium,6,1,17.57,17.8835,31.30825,2.042,32.265,393.3333333333333,931.1666666666666,1324.5,7947,659.5,0,0,3
document_understanding_medium_11,document_understanding,medium,6,1,5.889499999999999,5.0045,11.0785,1.949,12.293,394.8333333333333,249.5,644.3333333333334,3866,212.83333333333334,0,0,0
document_understanding_medium_12,document_understanding,medium,6,1,8.905666666666667,7.4830000000000005,17.23725,1.653,17.55,392.1666666666667,457.0,849.1666666666666,5095,274.6666666666667,0,0,0
document_understanding_medium_13,document_understanding,medium,6,1,4.2055,4.618499999999999,7.11225,0.993,7.362,393.6666666666667,190.5,584.1666666666666,3505,203.66666666666666,0,0,0
document_understanding_medium_14,document_understanding,medium,6,1,13.519,13.163499999999999,24.50275,2.634,26.029,391.3333333333333,714.3333333333334,1105.6666666666667,6634,371.6666666666667,0,0,3
document_understanding_medium_15,document_understanding,medium,6,1,9.551166666666667,8.378,18.74975,2.238,20.778,394.8333333333333,496.1666666666667,891.0,5346,545.3333333333334,0,0,1
document_understanding_medium_16,document_understanding,medium,6,1,13.495666666666667,12.637,21.41975,5.76,21.622,397.6666666666667,581.6666666666666,979.3333333333334,5876,354.8333333333333,0,0,1
document_understanding_medium_17,document_understanding,medium,6,1,6.261500000000001,5.986000000000001,9.85525,2.495,10.123,395.3333333333333,247.16666666666666,642.5,3855,280.0,0,0,0
document_understanding_medium_18,document_understanding,medium,6,1,5.716666666666666,5.141,9.6675,2.928,10.815,390.3333333333333,223.5,613.8333333333334,3683,192.0,0,0,0
document_understanding_medium_19,document_understanding,medium,6,1,6.692333333333333,5.8695,14.63325,0.937,16.17,396.6666666666667,347.5,744.1666666666666,4465,210.5,0,0,0
document_understanding_medium_20,document_understanding,medium,6,1,7.010166666666667,6.8885,11.821,1.267,11.99,392.3333333333333,328.5,720.8333333333334,4325,321.6666666666667,0,0,0
website_generation_easy_01,website_generation,easy,6,1,55.848166666666664,55.98349999999999,78.255,27.819,78.288,122.83333333333333,3391.3333333333335,3514.1666666666665,21085,8500.666666666666,0,0,4
website_generation_easy_02,website_generation,easy,6,1,56.52883333333333,55.5075,112.99375,12.477,126.266,109.16666666666667,2594.8333333333335,2704.0,16224,3695.1666666666665,0,1,3
website_generation_easy_03,website_generation,easy,6,1,29.302333333333333,30.4285,48.45825,7.54,49.382,109.16666666666667,1725.3333333333333,1834.5,11007,2370.1666666666665,0,0,0
website_generation_easy_04,website_generation,easy,6,1,37.282666666666664,36.2485,64.5385,9.356,66.702,112.16666666666667,2353.3333333333335,2465.5,14793,3419.0,0,0,2
website_generation_easy_05,website_generation,easy,6,1,57.7355,50.79,87.8355,34.896,91.489,108.83333333333333,3501.0,3609.8333333333335,21659,10710.0,0,0,4
website_generation_easy_06,website_generation,easy,6,1,35.27483333333333,44.456,48.67625,11.423,48.926,108.83333333333333,1930.0,2038.8333333333333,12233,3356.8333333333335,0,0,0
website_generation_easy_07,website_generation,easy,6,1,46.36433333333333,43.0685,78.89475,18.65,80.886,107.83333333333333,2858.5,2966.3333333333335,17798,6037.5,0,0,3
website_generation_easy_08,website_generation,easy,6,1,53.831500000000005,57.623000000000005,87.3655,14.085,92.127,107.83333333333333,2914.0,3021.8333333333335,18131,5545.5,0,0,3
website_generation_easy_09,website_generation,easy,6,1,34.13766666666667,37.2815,58.72575,3.707,60.236,111.16666666666667,2047.3333333333333,2158.5,12951,2996.0,0,0,1
website_generation_easy_10,website_generation,easy,6,1,45.218333333333334,44.5275,76.03075000000001,4.436,79.516,110.16666666666667,2475.6666666666665,2585.8333333333335,15515,5141.0,0,0,1
website_generation_easy_11,website_generation,easy,6,1,45.696,44.4045,80.468,13.106,82.652,113.83333333333333,2645.8333333333335,2759.6666666666665,16558,3723.6666666666665,0,0,3
website_generation_easy_12,website_generation,easy,6,1,36.408,30.516,69.06525,9.318,70.319,108.83333333333333,2104.5,2213.3333333333335,13280,2957.1666666666665,0,0,2
website_generation_easy_13,website_generation,easy,6,1,40.161,37.466499999999996,67.43025,16.074,68.646,108.83333333333333,2319.0,2427.8333333333335,14567,4237.0,0,0,3
website_generation_easy_14,website_generation,easy,6,1,36.61633333333334,29.9755,63.77675,17.835,69.223,108.83333333333333,2362.6666666666665,2471.5,14829,5944.5,0,0,1
website_generation_easy_15,website_generation,easy,6,1,48.627,48.326,88.20150000000001,6.981,91.569,111.16666666666667,3149.5,3260.6666666666665,19564,6944.333333333333,0,0,2
website_generation_easy_16,website_generation,easy,6,1,31.143166666666662,22.6875,55.653499999999994,13.798,55.913,110.83333333333333,1835.5,1946.3333333333333,11678,2989.5,0,0,1
website_generation_easy_17,website_generation,easy,6,1,27.524,20.0545,49.88275,12.38,51.442,106.33333333333333,1573.3333333333333,1679.6666666666667,10078,2687.5,0,0,0
website_generation_easy_18,website_generation,easy,6,1,38.76433333333333,33.55,69.0245,14.896,70.602,115.83333333333333,2105.6666666666665,2221.5,13329,2793.5,0,0,2
website_generation_easy_19,website_generation,easy,6,1,33.15416666666667,35.568,57.499,7.258,59.06,116.83333333333333,1799.0,1915.8333333333333,11495,2029.6666666666667,0,0,1
website_generation_easy_20,website_generation,easy,6,1,46.709,46.3795,76.0765,15.923,78.517,113.83333333333333,2598.3333333333335,2712.1666666666665,16273,4360.333333333333,0,0,3
website_generation_hard_01,website_generation,hard,6,1,68.8285,59.67099999999999,132.7265,23.841,143.694,125.16666666666667,4320.666666666667,4445.833333333333,26675,6103.666666666667,0,1,6
website_generation_hard_02,website_generation,hard,6,1,68.48733333333332,50.207499999999996,131.2765,26.605,136.157,116.16666666666667,4162.833333333333,4279.0,25674,8612.0,0,0,6
website_generation_hard_03,website_generation,hard,6,1,81.80366666666667,89.9225,119.17425,27.152,122.407,123.83333333333333,4331.333333333333,4455.166666666667,26731,9804.0,0,0,6
website_generation_hard_04,website_generation,hard,6,1,87.87833333333333,54.4795,198.729,25.933,221.46,119.83333333333333,4686.333333333333,4806.166666666667,28837,7618.166666666667,0,1,5
website_generation_hard_05,website_generation,hard,6,1,59.20483333333333,55.933,101.2335,24.398,115.468,113.83333333333333,3316.8333333333335,3430.6666666666665,20584,10182.5,0,0,6
website_generation_hard_06,website_generation,hard,6,1,79.25933333333333,83.5055,122.31825,23.367,122.622,119.83333333333333,4531.166666666667,4651.0,27906,8217.0,0,0,5
website_generation_hard_07,website_generation,hard,6,1,52.11600000000001,54.581999999999994,79.7035,23.227,86.226,122.83333333333333,3301.5,3424.3333333333335,20546,9861.166666666666,0,0,6
website_generation_hard_08,website_generation,hard,6,1,67.13883333333332,64.3325,114.66024999999999,28.154,122.958,117.66666666666667,4005.3333333333335,4123.0,24738,9641.666666666666,0,0,6
website_generation_hard_09,website_generation,hard,6,1,62.09166666666667,63.408500000000004,102.05225,18.821,105.965,120.16666666666667,3599.8333333333335,3720.0,22320,4866.333333333333,0,1,4
website_generation_hard_10,website_generation,hard,6,1,78.97183333333332,68.841,147.35725,30.423,167.509,121.83333333333333,4482.0,4603.833333333333,27623,8665.333333333334,0,0,6
website_generation_hard_11,website_generation,hard,6,1,80.77166666666666,64.9205,143.61599999999999,26.613,151.498,118.83333333333333,4508.333333333333,4627.166666666667,27763,7522.166666666667,0,0,6
website_generation_hard_12,website_generation,hard,6,1,62.745666666666665,63.6755,99.26675,23.857,101.313,119.16666666666667,3804.1666666666665,3923.3333333333335,23540,8786.0,0,0,6
website_generation_hard_13,website_generation,hard,6,1,48.90416666666667,49.485,73.3825,20.417,77.948,118.83333333333333,3061.8333333333335,3180.6666666666665,19084,7780.166666666667,0,0,5
website_generation_hard_14,website_generation,hard,6,1,52.2055,56.8305,83.34224999999999,8.153,84.865,117.16666666666667,3504.5,3621.6666666666665,21730,10305.166666666666,0,0,6
website_generation_hard_15,website_generation,hard,6,1,54.23333333333333,57.09,72.38074999999999,31.542,77.064,122.83333333333333,3248.8333333333335,3371.6666666666665,20230,10332.833333333334,0,0,6
website_generation_hard_16,website_generation,hard,6,1,79.83966666666667,54.885,170.68175,24.487,188.567,120.83333333333333,4782.333333333333,4903.166666666667,29419,9917.333333333334,0,0,5
website_generation_hard_17,website_generation,hard,6,1,58.2405,53.9075,91.516,23.685,95.132,123.33333333333333,3626.3333333333335,3749.6666666666665,22498,10015.5,0,0,6
website_generation_hard_18,website_generation,hard,6,1,67.27466666666668,71.3815,105.205,26.077,106.148,119.33333333333333,4271.833333333333,4391.166666666667,26347,7461.0,0,0,5
